app_id,doc_type,name,father_name,mother_name,dob,school,board,year,percentage,education_type,institution,category,gender,rank,percentile,reason,character,issue_date,certificate_number,issuing_authority,last_institution,year_of_leaving
APP0006,cet_scorecard,Vamakshi Sekhon,Anirudh Sekhon,Nirja Sekhon,2005-05-08,,,,,,,OBC,Female,,74.96%,,,,,,,
APP0006,caste_certificate,Vamakshi Sekhon,Anirudh Sekhon,,2005-05-08,,,,,,,OBC,,,,,,,,,,
APP0006,application_form,Vamakshi Sekhon,Anirudh Sekhon,Nirja Sekhon,2005-05-08,,,,,,,OBC,Female,,,,,,,,,
APP0007,10th_marksheet,Jonathan Deshpande,Onkar Deshpande,Rajata Deshpande,2005-10-02,,,2018,72.06%,,,,,,,,,,,,,
APP0007,diploma_marksheet,Jonathan Deshpande,Onkar Deshpande,,,,,2022,73.49%,Diploma,,,,,,,,,,,,
APP0007,leaving_certificate,Jonathan Deshpande,Onkar Deshpande,,2005-10-02,,,,,,,,,,,,,,,,,
APP0007,cet_scorecard,Jonathan Deshpande,Onkar Deshpande,Rajata Deshpande,2005-10-02,,,,,,,OPEN,Male,,66.02%,,,,,,,
APP0007,caste_certificate,Jonathan Deshpande,Onkar Deshpande,,2005-10-02,,,,,,,OPEN,,,,,,,,,,
APP0007,application_form,Jonathan Deshpande,Onkar Deshpande,Rajata Deshpande,2005-10-02,,,,,,,OPEN,Male,,,,,,,,,
APP0008,10th_marksheet,Daksha Butala,Victor Butala,Vedika Butala,2003-09-29,,,2018,87.84%,,,,,,,,,,,,,
APP0008,diploma_marksheet,Daksha Butala,Victor Butala,,,,,2020,86.77%,12th,,,,,,,,,,,,
APP0008,leaving_certificate,Daksha Butala,Victor Butala,,2003-09-29,,,,,,,,,,,,,,,,,
APP0008,cet_scorecard,Daksha Butala,Victor Butala,Vedika Butala,2003-09-29,,,,,,,OBC,Female,,73.67%,,,,,,,
APP0008,caste_certificate,Daksha Butala,Victor Butala,,2003-09-29,,,,,,,OBC,,,,,,,,,,
APP0008,application_form,Daksha Butala,Victor Butala,Vedika Butala,2003-09-29,,,,,,,OBC,Female,,,,,,,,,
APP0009,10th_marksheet,Fitan Murty,Anay Murty,Ishita Murty,2003-04-02,,,2020,84.54%,,,,,,,,,,,,,
APP0009,diploma_marksheet,Fitan Murty,Anay Murty,,,,,2021,56.05%,12th,,,,,,,,,,,,
APP0009,leaving_certificate,Fitan Murty,Anay Murty,,2003-04-02,,,,,,,,,,,,,,,,,
APP0009,cet_scorecard,Fitan Murty,Anay Murty,Ishita Murty,2003-04-02,,,,,,,OBC,Male,,86.74%,,,,,,,
APP0009,caste_certificate,Fitan Murty,Anay Murty,,2003-04-02,,,,,,,OBC,,,,,,,,,,
APP0009,application_form,Fitan Murty,Anay Murty,Ishita Murty,2003-04-02,,,,,,,OBC,Male,,,,,,,,,
APP0010,10th_marksheet,William Balay,Balveer Balay,Brinda Balay,2005-11-20,,,2018,74.52%,,,,,,,,,,,,,
APP0010,diploma_marksheet,William Balay,Balveer Balay,,,,,2022,91.17%,Diploma,,,,,,,,,,,,
APP0010,leaving_certificate,William Balay,Balveer Balay,,2005-11-20,,,,,,,,,,,,,,,,,
APP0010,cet_scorecard,William Balay,Balveer Balay,Brinda Balay,2005-11-20,,,,,,,OBC,Male,,80.37%,,,,,,,
APP0010,caste_certificate,William Balay,Balveer Balay,,2005-11-20,,,,,,,OBC,,,,,,,,,,
APP0010,application_form,William Balay,Balveer Balay,Brinda Balay,2005-11-20,,,,,,,OBC,Male,,,,,,,,,
APP0011,10th_marksheet,Lopa Talwar,Liam Talwar,Hema Talwar,2004-01-18,,,2019,73.72%,,,,,,,,,,,,,
APP0011,diploma_marksheet,Lopa Talwar,Liam Talwar,,,,,2021,55.65%,12th,,,,,,,,,,,,
APP0011,leaving_certificate,Lopa Talwar,Liam Talwar,,2004-01-18,,,,,,,,,,,,,,,,,
APP0011,cet_scorecard,Lopa Talwar,Liam Talwar,Hema Talwar,2004-01-18,,,,,,,OPEN,Female,,96.44%,,,,,,,
APP0011,caste_certificate,Lopa Talwar,Liam Talwar,,2004-01-18,,,,,,,OPEN,,,,,,,,,,
APP0011,application_form,Lopa Talwar,Liam Talwar,Hema Talwar,2004-01-18,,,,,,,OPEN,Female,,,,,,,,,
APP0012,10th_marksheet,Dayamai Grewal,Madhav Grewal,Neelima Grewal,2004-04-29,,,2019,86.81%,,,,,,,,,,,,,
APP0012,diploma_marksheet,Dayamai Grewal,Madhav Grewal,,,,,2022,87.07%,12th,,,,,,,,,,,,
APP0012,leaving_certificate,Dayamai Grewal,Madhav Grewal,,2004-04-29,,,,,,,,,,,,,,,,,
APP0012,cet_scorecard,Dayamai Grewal,Madhav Grewal,Neelima Grewal,2004-04-29,,,,,,,EWS,Female,,65.47%,,,,,,,
APP0012,caste_certificate,Dayamai Grewal,Madhav Grewal,,2004-04-29,,,,,,,EWS,,,,,,,,,,
APP0012,application_form,Dayamai Grewal,Madhav Grewal,Neelima Grewal,2004-04-29,,,,,,,EWS,Female,,,,,,,,,
APP0013,10th_marksheet,Viraj Jain,Aditya Jain,Yashica Jain,2004-10-25,,,2020,71.66%,,,,,,,,,,,,,
APP0013,diploma_marksheet,Viraj Jain,Aditya Jain,,,,,2021,82.16%,Diploma,,,,,,,,,,,,
APP0013,leaving_certificate,Viraj Jain,Aditya Jain,,2004-10-25,,,,,,,,,,,,,,,,,
APP0013,cet_scorecard,Viraj Jain,Aditya Jain,Yashica Jain,2004-10-25,,,,,,,OBC,Male,,88.94%,,,,,,,
APP0013,caste_certificate,Viraj Jain,Aditya Jain,,2004-10-25,,,,,,,OBC,,,,,,,,,,
APP0013,application_form,Viraj Jain,Aditya Jain,Yashica Jain,2004-10-25,,,,,,,OBC,Male,,,,,,,,,
APP0014,10th_marksheet,Jatin Dhawan,Zashil Dhawan,Indali Dhawan,2006-07-05,,,2020,88.57%,,,,,,,,,,,,,
APP0014,diploma_marksheet,Jatin Dhawan,Zashil Dhawan,,,,,2020,81.67%,12th,,,,,,,,,,,,
APP0014,leaving_certificate,Jatin Dhawan,Zashil Dhawan,,2006-07-05,,,,,,,,,,,,,,,,,
APP0014,cet_scorecard,Jatin Dhawan,Zashil Dhawan,Indali Dhawan,2006-07-05,,,,,,,OPEN,Male,,69.29%,,,,,,,
APP0014,caste_certificate,Jatin Dhawan,Zashil Dhawan,,2006-07-05,,,,,,,OPEN,,,,,,,,,,
APP0014,application_form,Jatin Dhawan,Zashil Dhawan,Indali Dhawan,2006-07-05,,,,,,,OPEN,Male,,,,,,,,,
APP0015,10th_marksheet,Kashvi Hayre,Tristan Hayre,Lajita Hayre,2003-11-22,,,2020,61.05%,,,,,,,,,,,,,
APP0015,diploma_marksheet,Kashvi Hayre,Tristan Hayre,,,,,2020,94.06%,Diploma,,,,,,,,,,,,
APP0015,leaving_certificate,Kashvi Hayre,Tristan Hayre,,2003-11-22,,,,,,,,,,,,,,,,,
APP0015,cet_scorecard,Kashvi Hayre,Tristan Hayre,Lajita Hayre,2003-11-22,,,,,,,OPEN,Female,,89.57%,,,,,,,
APP0015,caste_certificate,Kashvi Hayre,Tristan Hayre,,2003-11-22,,,,,,,OPEN,,,,,,,,,,
APP0015,application_form,Kashvi Hayre,Tristan Hayre,Lajita Hayre,2003-11-22,,,,,,,OPEN,Female,,,,,,,,,
APP0016,10th_marksheet,Saanvi De,Hritik De,Vedika De,2003-05-16,,,2019,84.89%,,,,,,,,,,,,,
APP0016,diploma_marksheet,Saanvi De,Hritik De,,,,,2022,55.59%,12th,,,,,,,,,,,,
APP0016,leaving_certificate,Saanvi De,Hritik De,,2003-05-16,,,,,,,,,,,,,,,,,
APP0016,cet_scorecard,Saanvi De,Hritik De,Vedika De,2003-05-16,,,,,,,OPEN,Female,,63.75%,,,,,,,
APP0016,caste_certificate,Saanvi De,Hritik De,,2003-05-16,,,,,,,OPEN,,,,,,,,,,
APP0016,application_form,Saanvi De,Hritik De,Vedika De,2003-05-16,,,,,,,OPEN,Female,,,,,,,,,
APP0017,10th_marksheet,Ira Varughese,Isaac Varughese,Alka Varughese,2003-02-10,,,2018,64.19%,,,,,,,,,,,,,
APP0017,diploma_marksheet,Ira Varughese,Isaac Varughese,,,,,2020,58.29%,Diploma,,,,,,,,,,,,
APP0017,leaving_certificate,Ira Varughese,Isaac Varughese,,2003-02-10,,,,,,,,,,,,,,,,,
APP0017,cet_scorecard,Ira Varughese,Isaac Varughese,Alka Varughese,2003-02-10,,,,,,,SC/ST,Female,,95.06%,,,,,,,
APP0017,caste_certificate,Ira Varughese,Isaac Varughese,,2003-02-10,,,,,,,SC/ST,,,,,,,,,,
APP0017,application_form,Ira Varughese,Isaac Varughese,Alka Varughese,2003-02-10,,,,,,,SC/ST,Female,,,,,,,,,
APP0018,10th_marksheet,Advaith Wagle,Chatresh Wagle,Zinal Wagle,2006-12-04,,,2019,79.17%,,,,,,,,,,,,,
APP0018,diploma_marksheet,Advaith Wagle,Chatresh Wagle,,,,,2020,79.0%,12th,,,,,,,,,,,,
APP0018,leaving_certificate,Advaith Wagle,Chatresh Wagle,,2006-12-04,,,,,,,,,,,,,,,,,
APP0018,cet_scorecard,Advaith Wagle,Chatresh Wagle,Zinal Wagle,2006-12-04,,,,,,,OBC,Male,,90.22%,,,,,,,
APP0018,caste_certificate,Advaith Wagle,Chatresh Wagle,,2006-12-04,,,,,,,OBC,,,,,,,,,,
APP0018,application_form,Advaith Wagle,Chatresh Wagle,Zinal Wagle,2006-12-04,,,,,,,OBC,Male,,,,,,,,,
APP0019,10th_marksheet,Sanya Kale,Veer Kale,Hiral Kale,2005-04-23,,,2018,84.19%,,,,,,,,,,,,,
APP0019,diploma_marksheet,Sanya Kale,Veer Kale,,,,,2020,87.41%,12th,,,,,,,,,,,,
APP0019,leaving_certificate,Sanya Kale,Veer Kale,,2005-04-23,,,,,,,,,,,,,,,,,
APP0019,cet_scorecard,Sanya Kale,Veer Kale,Hiral Kale,2005-04-23,,,,,,,OPEN,Female,,79.25%,,,,,,,
APP0019,caste_certificate,Sanya Kale,Veer Kale,,2005-04-23,,,,,,,OPEN,,,,,,,,,,
APP0019,application_form,Sanya Kale,Veer Kale,Hiral Kale,2005-04-23,,,,,,,OPEN,Female,,,,,,,,,
APP0020,10th_marksheet,Joshua Raju,Chakradhar Raju,Aradhana Raju,2006-11-18,,,2019,80.52%,,,,,,,,,,,,,
APP0020,diploma_marksheet,Joshua Raju,Chakradhar Raju,,,,,2022,63.49%,12th,,,,,,,,,,,,
APP0020,leaving_certificate,Joshua Raju,Chakradhar Raju,,2006-11-18,,,,,,,,,,,,,,,,,
APP0020,cet_scorecard,Joshua Raju,Chakradhar Raju,Aradhana Raju,2006-11-18,,,,,,,OBC,Male,,75.18%,,,,,,,
APP0020,caste_certificate,Joshua Raju,Chakradhar Raju,,2006-11-18,,,,,,,OBC,,,,,,,,,,
APP0020,application_form,Joshua Raju,Chakradhar Raju,Aradhana Raju,2006-11-18,,,,,,,OBC,Male,,,,,,,,,
APP0021,10th_marksheet,Widisha Bajaj,Abhimanyu Bajaj,Chakrika Bajaj,2004-05-06,,,2020,76.51%,,,,,,,,,,,,,
APP0021,diploma_marksheet,Widisha Bajaj,Abhimanyu Bajaj,,,,,2022,93.78%,12th,,,,,,,,,,,,
APP0021,leaving_certificate,Widisha Bajaj,Abhimanyu Bajaj,,2004-05-06,,,,,,,,,,,,,,,,,
APP0021,cet_scorecard,Widisha Bajaj,Abhimanyu Bajaj,Chakrika Bajaj,2004-05-06,,,,,,,OPEN,Female,,70.82%,,,,,,,
APP0021,caste_certificate,Widisha Bajaj,Abhimanyu Bajaj,,2004-05-06,,,,,,,OPEN,,,,,,,,,,
APP0021,application_form,Widisha Bajaj,Abhimanyu Bajaj,Chakrika Bajaj,2004-05-06,,,,,,,OPEN,Female,,,,,,,,,
APP0022,10th_marksheet,Pallavi Rana,Brijesh Rana,Edhitha Rana,2007-03-20,,,2019,72.32%,,,,,,,,,,,,,
APP0022,diploma_marksheet,Pallavi Rana,Brijesh Rana,,,,,2020,84.25%,Diploma,,,,,,,,,,,,
APP0022,leaving_certificate,Pallavi Rana,Brijesh Rana,,2007-03-20,,,,,,,,,,,,,,,,,
APP0022,cet_scorecard,Pallavi Rana,Brijesh Rana,Edhitha Rana,2007-03-20,,,,,,,OPEN,Female,,97.31%,,,,,,,
APP0022,caste_certificate,Pallavi Rana,Brijesh Rana,,2007-03-20,,,,,,,OPEN,,,,,,,,,,
APP0022,application_form,Pallavi Rana,Brijesh Rana,Edhitha Rana,2007-03-20,,,,,,,OPEN,Female,,,,,,,,,
APP0023,10th_marksheet,Abha Basak,Chandran Basak,Ekani Basak,2003-11-07,,,2019,61.51%,,,,,,,,,,,,,
APP0023,diploma_marksheet,Abha Basak,Chandran Basak,,,,,2021,75.05%,12th,,,,,,,,,,,,
APP0023,leaving_certificate,Abha Basak,Chandran Basak,,2003-11-07,,,,,,,,,,,,,,,,,
APP0023,cet_scorecard,Abha Basak,Chandran Basak,Ekani Basak,2003-11-07,,,,,,,OPEN,Female,,80.58%,,,,,,,
APP0023,caste_certificate,Abha Basak,Chandran Basak,,2003-11-07,,,,,,,OPEN,,,,,,,,,,
APP0023,application_form,Abha Basak,Chandran Basak,Ekani Basak,2003-11-07,,,,,,,OPEN,Female,,,,,,,,,
APP0024,10th_marksheet,Zashil Lad,Zayyan Lad,Sachi Lad,2003-03-26,,,2018,70.6%,,,,,,,,,,,,,
APP0024,diploma_marksheet,Zashil Lad,Zayyan Lad,,,,,2022,70.34%,Diploma,,,,,,,,,,,,
APP0024,leaving_certificate,Zashil Lad,Zayyan Lad,,2003-03-26,,,,,,,,,,,,,,,,,
APP0024,cet_scorecard,Zashil Lad,Zayyan Lad,Sachi Lad,2003-03-26,,,,,,,SC/ST,Male,,62.94%,,,,,,,
APP0024,caste_certificate,Zashil Lad,Zayyan Lad,,2003-03-26,,,,,,,SC/ST,,,,,,,,,,
APP0024,application_form,Zashil Lad,Zayyan Lad,Sachi Lad,2003-03-26,,,,,,,SC/ST,Male,,,,,,,,,
APP0025,10th_marksheet,Max Yogi,Gopal Yogi,Neha Yogi,2003-03-25,,,2020,83.71%,,,,,,,,,,,,,
APP0025,diploma_marksheet,Max Yogi,Gopal Yogi,,,,,2022,76.4%,12th,,,,,,,,,,,,
APP0025,leaving_certificate,Max Yogi,Gopal Yogi,,2003-03-25,,,,,,,,,,,,,,,,,
APP0025,cet_scorecard,Max Yogi,Gopal Yogi,Neha Yogi,2003-03-25,,,,,,,OPEN,Male,,86.09%,,,,,,,
APP0025,caste_certificate,Max Yogi,Gopal Yogi,,2003-03-25,,,,,,,OPEN,,,,,,,,,,
APP0025,application_form,Max Yogi,Gopal Yogi,Neha Yogi,2003-03-25,,,,,,,OPEN,Male,,,,,,,,,
APP0026,10th_marksheet,Karan Shenoy,Rudra Shenoy,Xalak Shenoy,2007-10-25,,,2019,90.83%,,,,,,,,,,,,,
APP0026,diploma_marksheet,Karan Shenoy,Rudra Shenoy,,,,,2022,93.33%,Diploma,,,,,,,,,,,,
APP0026,leaving_certificate,Karan Shenoy,Rudra Shenoy,,2007-10-25,,,,,,,,,,,,,,,,,
APP0026,cet_scorecard,Karan Shenoy,Rudra Shenoy,Xalak Shenoy,2007-10-25,,,,,,,EWS,Male,,95.5%,,,,,,,
APP0026,caste_certificate,Karan Shenoy,Rudra Shenoy,,2007-10-25,,,,,,,EWS,,,,,,,,,,
APP0026,application_form,Karan Shenoy,Rudra Shenoy,Xalak Shenoy,2007-10-25,,,,,,,EWS,Male,,,,,,,,,
APP0027,10th_marksheet,Ryan Bandi,Andrew Bandi,Harini Bandi,2005-08-18,,,2019,61.89%,,,,,,,,,,,,,
APP0027,diploma_marksheet,Ryan Bandi,Andrew Bandi,,,,,2022,74.24%,Diploma,,,,,,,,,,,,
APP0027,leaving_certificate,Ryan Bandi,Andrew Bandi,,2005-08-18,,,,,,,,,,,,,,,,,
APP0027,cet_scorecard,Ryan Bandi,Andrew Bandi,Harini Bandi,2005-08-18,,,,,,,OPEN,Male,,99.11%,,,,,,,
APP0027,caste_certificate,Ryan Bandi,Andrew Bandi,,2005-08-18,,,,,,,OPEN,,,,,,,,,,
APP0027,application_form,Ryan Bandi,Andrew Bandi,Harini Bandi,2005-08-18,,,,,,,OPEN,Male,,,,,,,,,
APP0028,10th_marksheet,Laksh Bora,Nathaniel Bora,Lipika Bora,2004-02-23,,,2019,72.35%,,,,,,,,,,,,,
APP0028,diploma_marksheet,Laksh Bora,Nathaniel Bora,,,,,2020,87.96%,12th,,,,,,,,,,,,
APP0028,leaving_certificate,Laksh Bora,Nathaniel Bora,,2004-02-23,,,,,,,,,,,,,,,,,
APP0028,cet_scorecard,Laksh Bora,Nathaniel Bora,Lipika Bora,2004-02-23,,,,,,,SC/ST,Male,,66.8%,,,,,,,
APP0028,caste_certificate,Laksh Bora,Nathaniel Bora,,2004-02-23,,,,,,,SC/ST,,,,,,,,,,
APP0028,application_form,Laksh Bora,Nathaniel Bora,Lipika Bora,2004-02-23,,,,,,,SC/ST,Male,,,,,,,,,
APP0029,10th_marksheet,Gautam Vyas,Om Vyas,Bhavya Vyas,2006-07-07,,,2019,62.58%,,,,,,,,,,,,,
APP0029,diploma_marksheet,Gautam Vyas,Om Vyas,,,,,2022,83.32%,12th,,,,,,,,,,,,
APP0029,leaving_certificate,Gautam Vyas,Om Vyas,,2006-07-07,,,,,,,,,,,,,,,,,
APP0029,cet_scorecard,Gautam Vyas,Om Vyas,Bhavya Vyas,2006-07-07,,,,,,,OBC,Male,,87.31%,,,,,,,
APP0029,caste_certificate,Gautam Vyas,Om Vyas,,2006-07-07,,,,,,,OBC,,,,,,,,,,
APP0029,application_form,Gautam Vyas,Om Vyas,Bhavya Vyas,2006-07-07,,,,,,,OBC,Male,,,,,,,,,
APP0030,10th_marksheet,Banjeet Prashad,Balvan Prashad,Yutika Prashad,2003-07-18,,,2018,97.2%,,,,,,,,,,,,,
APP0030,diploma_marksheet,Banjeet Prashad,Balvan Prashad,,,,,2020,65.93%,12th,,,,,,,,,,,,
APP0030,leaving_certificate,Banjeet Prashad,Balvan Prashad,,2003-07-18,,,,,,,,,,,,,,,,,
APP0030,cet_scorecard,Banjeet Prashad,Balvan Prashad,Yutika Prashad,2003-07-18,,,,,,,OPEN,Male,,83.25%,,,,,,,
APP0030,caste_certificate,Banjeet Prashad,Balvan Prashad,,2003-07-18,,,,,,,OPEN,,,,,,,,,,
APP0030,application_form,Banjeet Prashad,Balvan Prashad,Yutika Prashad,2003-07-18,,,,,,,OPEN,Male,,,,,,,,,
APP0031,10th_marksheet,Dayamai Hans,Ranveer Hans,Ganga Hans,2005-05-03,,,2019,87.72%,,,,,,,,,,,,,
APP0031,diploma_marksheet,Dayamai Hans,Ranveer Hans,,,,,2022,76.59%,12th,,,,,,,,,,,,
APP0031,leaving_certificate,Dayamai Hans,Ranveer Hans,,2005-05-03,,,,,,,,,,,,,,,,,
APP0031,cet_scorecard,Dayamai Hans,Ranveer Hans,Ganga Hans,2005-05-03,,,,,,,SC/ST,Female,,84.06%,,,,,,,
APP0031,caste_certificate,Dayamai Hans,Ranveer Hans,,2005-05-03,,,,,,,SC/ST,,,,,,,,,,
APP0031,application_form,Dayamai Hans,Ranveer Hans,Ganga Hans,2005-05-03,,,,,,,SC/ST,Female,,,,,,,,,
APP0032,10th_marksheet,Jackson Kibe,Shivansh Kibe,Priya Kibe,2004-03-12,,,2018,89.52%,,,,,,,,,,,,,
APP0032,diploma_marksheet,Jackson Kibe,Shivansh Kibe,,,,,2020,84.05%,12th,,,,,,,,,,,,
APP0032,leaving_certificate,Jackson Kibe,Shivansh Kibe,,2004-03-12,,,,,,,,,,,,,,,,,
APP0032,cet_scorecard,Jackson Kibe,Shivansh Kibe,Priya Kibe,2004-03-12,,,,,,,SC/ST,Male,,70.06%,,,,,,,
APP0032,caste_certificate,Jackson Kibe,Shivansh Kibe,,2004-03-12,,,,,,,SC/ST,,,,,,,,,,
APP0032,application_form,Jackson Kibe,Shivansh Kibe,Priya Kibe,2004-03-12,,,,,,,SC/ST,Male,,,,,,,,,
APP0033,10th_marksheet,Adweta Dua,Aarush Dua,Pavani Dua,2005-07-19,,,2019,83.01%,,,,,,,,,,,,,
APP0033,diploma_marksheet,Adweta Dua,Aarush Dua,,,,,2021,87.56%,Diploma,,,,,,,,,,,,
APP0033,leaving_certificate,Adweta Dua,Aarush Dua,,2005-07-19,,,,,,,,,,,,,,,,,
APP0033,cet_scorecard,Adweta Dua,Aarush Dua,Pavani Dua,2005-07-19,,,,,,,OBC,Female,,98.84%,,,,,,,
APP0033,caste_certificate,Adweta Dua,Aarush Dua,,2005-07-19,,,,,,,OBC,,,,,,,,,,
APP0033,application_form,Adweta Dua,Aarush Dua,Pavani Dua,2005-07-19,,,,,,,OBC,Female,,,,,,,,,
APP0034,10th_marksheet,Jairaj Ahuja,Gopal Ahuja,Tamanna Ahuja,2007-07-26,,,2018,75.98%,,,,,,,,,,,,,
APP0034,diploma_marksheet,Jairaj Ahuja,Gopal Ahuja,,,,,2020,63.48%,12th,,,,,,,,,,,,
APP0034,leaving_certificate,Jairaj Ahuja,Gopal Ahuja,,2007-07-26,,,,,,,,,,,,,,,,,
APP0034,cet_scorecard,Jairaj Ahuja,Gopal Ahuja,Tamanna Ahuja,2007-07-26,,,,,,,EWS,Male,,93.37%,,,,,,,
APP0034,caste_certificate,Jairaj Ahuja,Gopal Ahuja,,2007-07-26,,,,,,,EWS,,,,,,,,,,
APP0034,application_form,Jairaj Ahuja,Gopal Ahuja,Tamanna Ahuja,2007-07-26,,,,,,,EWS,Male,,,,,,,,,
APP0035,10th_marksheet,Ranveer Ghosh,Harsh Ghosh,Tara Ghosh,2007-05-15,,,2019,76.55%,,,,,,,,,,,,,
APP0035,diploma_marksheet,Ranveer Ghosh,Harsh Ghosh,,,,,2021,68.38%,12th,,,,,,,,,,,,
APP0035,leaving_certificate,Ranveer Ghosh,Harsh Ghosh,,2007-05-15,,,,,,,,,,,,,,,,,
APP0035,cet_scorecard,Ranveer Ghosh,Harsh Ghosh,Tara Ghosh,2007-05-15,,,,,,,OPEN,Male,,81.54%,,,,,,,
APP0035,caste_certificate,Ranveer Ghosh,Harsh Ghosh,,2007-05-15,,,,,,,OPEN,,,,,,,,,,
APP0035,application_form,Ranveer Ghosh,Harsh Ghosh,Tara Ghosh,2007-05-15,,,,,,,OPEN,Male,,,,,,,,,
APP0036,10th_marksheet,Girik Ramanathan,Zaid Ramanathan,Bhavini Ramanathan,2005-06-09,,,2019,84.58%,,,,,,,,,,,,,
APP0036,diploma_marksheet,Girik Ramanathan,Zaid Ramanathan,,,,,2020,82.96%,12th,,,,,,,,,,,,
APP0036,leaving_certificate,Girik Ramanathan,Zaid Ramanathan,,2005-06-09,,,,,,,,,,,,,,,,,
APP0036,cet_scorecard,Girik Ramanathan,Zaid Ramanathan,Bhavini Ramanathan,2005-06-09,,,,,,,EWS,Male,,95.5%,,,,,,,
APP0036,caste_certificate,Girik Ramanathan,Zaid Ramanathan,,2005-06-09,,,,,,,EWS,,,,,,,,,,
